,signature,target
512,REP.A016_A375_24H:C15,BRD-K51747290
513,REP.A016_YAPC_24H:C17,BRD-K51747290
514,REP.A016_A375_24H:C14,BRD-K51747290
515,REP.A016_A375_24H:C13,BRD-K51747290
516,REP.A016_MCF7_24H:C18,BRD-K51747290
517,REP.A016_YAPC_24H:C18,BRD-K51747290
518,REP.A016_HA1E_24H:C13,BRD-K51747290
519,REP.A016_YAPC_24H:C13,BRD-K51747290
520,REP.A016_HA1E_24H:C14,BRD-K51747290
521,REP.A016_HA1E_24H:C15,BRD-K51747290
522,REP.A016_YAPC_24H:C15,BRD-K51747290
523,REP.A016_HA1E_24H:C18,BRD-K51747290
524,REP.A016_HA1E_24H:C17,BRD-K51747290
525,REP.A016_HA1E_24H:C16,BRD-K51747290
526,REP.A016_A375_24H:C16,BRD-K51747290
527,REP.A016_YAPC_24H:C14,BRD-K51747290
528,REP.A016_HELA_24H:C15,BRD-K51747290
529,REP.A016_HELA_24H:C14,BRD-K51747290
530,REP.A016_PC3_24H:C16,BRD-K51747290
531,REP.A016_HT29_24H:C15,BRD-K51747290
532,REP.A016_PC3_24H:C18,BRD-K51747290
533,REP.A016_HT29_24H:C14,BRD-K51747290
534,REP.A016_HELA_24H:C17,BRD-K51747290
535,REP.A016_HT29_24H:C13,BRD-K51747290
536,REP.A016_PC3_24H:C17,BRD-K51747290
537,REP.A016_PC3_24H:C14,BRD-K51747290
538,REP.A016_HT29_24H:C16,BRD-K51747290
539,REP.A016_HT29_24H:C17,BRD-K51747290
540,REP.A016_HT29_24H:C18,BRD-K51747290
541,REP.A016_PC3_24H:C15,BRD-K51747290
542,REP.A016_HELA_24H:C16,BRD-K51747290
543,REP.A016_HELA_24H:C18,BRD-K51747290
544,REP.A016_PC3_24H:C13,BRD-K51747290
545,REP.A016_HELA_24H:C13,BRD-K51747290
546,REP.A016_YAPC_24H:P02,BRD-K52618540
547,REP.A016_YAPC_24H:P01,BRD-K52618540
548,REP.A016_YAPC_24H:P03,BRD-K52618540
549,REP.A016_YAPC_24H:P06,BRD-K52618540
550,REP.A016_YAPC_24H:P05,BRD-K52618540
551,REP.A016_YAPC_24H:P04,BRD-K52618540
552,REP.A016_A375_24H:P04,BRD-K52618540
553,REP.A016_HA1E_24H:P02,BRD-K52618540
554,REP.A016_PC3_24H:P02,BRD-K52618540
555,REP.A016_PC3_24H:P03,BRD-K52618540
556,REP.A016_PC3_24H:P04,BRD-K52618540
557,REP.A016_HT29_24H:P06,BRD-K52618540
558,REP.A016_PC3_24H:P05,BRD-K52618540
559,REP.A016_MCF7_24H:P06,BRD-K52618540
560,REP.A016_MCF7_24H:P05,BRD-K52618540
561,REP.A016_MCF7_24H:P04,BRD-K52618540
562,REP.A016_MCF7_24H:P03,BRD-K52618540
563,REP.A016_PC3_24H:P01,BRD-K52618540
564,REP.A016_MCF7_24H:P02,BRD-K52618540
565,REP.A016_A375_24H:P06,BRD-K52618540
566,REP.A016_A375_24H:P05,BRD-K52618540
567,REP.A016_A375_24H:P03,BRD-K52618540
568,REP.A016_A375_24H:P02,BRD-K52618540
569,REP.A016_A375_24H:P01,BRD-K52618540
570,REP.A016_HT29_24H:P01,BRD-K52618540
571,REP.A016_HT29_24H:P03,BRD-K52618540
572,REP.A016_HT29_24H:P04,BRD-K52618540
573,REP.A016_HT29_24H:P05,BRD-K52618540
574,REP.A016_MCF7_24H:P01,BRD-K52618540
575,REP.A016_HELA_24H:P06,BRD-K52618540
576,REP.A016_PC3_24H:P06,BRD-K52618540
577,REP.A016_HELA_24H:P04,BRD-K52618540
578,REP.A016_HA1E_24H:P01,BRD-K52618540
579,REP.A016_HA1E_24H:P03,BRD-K52618540
580,REP.A016_HA1E_24H:P04,BRD-K52618540
581,REP.A016_HA1E_24H:P06,BRD-K52618540
582,REP.A016_HA1E_24H:P05,BRD-K52618540
583,REP.A016_HELA_24H:P05,BRD-K52618540
584,REP.A016_HT29_24H:P02,BRD-K52618540
585,REP.A016_HELA_24H:P03,BRD-K52618540
586,REP.A016_HELA_24H:P02,BRD-K52618540
587,REP.A016_HELA_24H:P01,BRD-K52618540
588,REP.A020_A375_24H:P09,BRD-K49404994
589,REP.A020_YAPC_24H:P07,BRD-K49404994
590,REP.A020_A375_24H:P11,BRD-K49404994
591,REP.A020_A375_24H:P08,BRD-K49404994
592,REP.A020_A375_24H:P07,BRD-K49404994
593,REP.A020_A375_24H:P12,BRD-K49404994
594,REP.A020_YAPC_24H:P08,BRD-K49404994
595,REP.A020_YAPC_24H:P10,BRD-K49404994
596,REP.A020_YAPC_24H:P09,BRD-K49404994
597,REP.A020_A375_24H:P10,BRD-K49404994
598,REP.A020_MCF7_24H:P08,BRD-K49404994
599,REP.A020_YAPC_24H:P12,BRD-K49404994
600,REP.A020_MCF7_24H:P09,BRD-K49404994
601,REP.A020_HA1E_24H:P09,BRD-K49404994
602,REP.A020_HA1E_24H:P10,BRD-K49404994
603,REP.A020_YAPC_24H:P11,BRD-K49404994
604,REP.A020_HA1E_24H:P11,BRD-K49404994
605,REP.A020_HA1E_24H:P12,BRD-K49404994
606,REP.A020_PC3_24H:P07,BRD-K49404994
607,REP.A020_MCF7_24H:P11,BRD-K49404994
608,REP.A020_MCF7_24H:P12,BRD-K49404994
609,REP.A020_HELA_24H:P09,BRD-K49404994
610,REP.A020_HELA_24H:P12,BRD-K49404994
611,REP.A020_HELA_24H:P11,BRD-K49404994
612,REP.A020_HELA_24H:P10,BRD-K49404994
613,REP.A020_HELA_24H:P08,BRD-K49404994
614,REP.A020_HELA_24H:P07,BRD-K49404994
615,REP.A020_HA1E_24H:P08,BRD-K49404994
616,REP.A020_HA1E_24H:P07,BRD-K49404994
617,REP.A020_MCF7_24H:P10,BRD-K49404994
618,REP.A020_MCF7_24H:P07,BRD-K49404994
619,REP.A020_HT29_24H:P12,BRD-K49404994
620,REP.A020_HT29_24H:P11,BRD-K49404994
621,REP.A020_HT29_24H:P10,BRD-K49404994
622,REP.A020_HT29_24H:P08,BRD-K49404994
623,REP.A020_PC3_24H:P08,BRD-K49404994
624,REP.A020_HT29_24H:P07,BRD-K49404994
625,REP.A020_PC3_24H:P12,BRD-K49404994
626,REP.A020_HT29_24H:P09,BRD-K49404994
627,REP.A020_PC3_24H:P09,BRD-K49404994
628,REP.A020_PC3_24H:P10,BRD-K49404994
629,REP.A020_PC3_24H:P11,BRD-K49404994
630,REP.A004_PC3_24H:E01,BRD-A20119038
631,REP.A004_PC3_24H:E02,BRD-A20119038
632,REP.A004_PC3_24H:E03,BRD-A20119038
633,REP.A004_PC3_24H:E05,BRD-A20119038
634,REP.A004_PC3_24H:E06,BRD-A20119038
635,REP.A004_A375_24H:E01,BRD-A20119038
636,REP.A004_A375_24H:E02,BRD-A20119038
637,REP.A004_HELA_24H:E06,BRD-A20119038
638,REP.A004_HELA_24H:E04,BRD-A20119038
639,REP.A004_PC3_24H:E04,BRD-A20119038
640,REP.A004_A375_24H:E03,BRD-A20119038
641,REP.A004_MCF7_24H:E05,BRD-A20119038
642,REP.A004_A375_24H:E05,BRD-A20119038
643,REP.A004_A375_24H:E06,BRD-A20119038
644,REP.A004_MCF7_24H:E01,BRD-A20119038
645,REP.A004_MCF7_24H:E02,BRD-A20119038
646,REP.A004_MCF7_24H:E03,BRD-A20119038
647,REP.A004_MCF7_24H:E04,BRD-A20119038
648,REP.A004_MCF7_24H:E06,BRD-A20119038
649,REP.A004_YAPC_24H:E01,BRD-A20119038
650,REP.A004_YAPC_24H:E04,BRD-A20119038
651,REP.A004_YAPC_24H:E03,BRD-A20119038
652,REP.A004_YAPC_24H:E02,BRD-A20119038
653,REP.A004_A375_24H:E04,BRD-A20119038
654,REP.A004_HELA_24H:E03,BRD-A20119038
655,REP.A004_HELA_24H:E05,BRD-A20119038
656,REP.A004_HA1E_24H:E03,BRD-A20119038
657,REP.A004_HA1E_24H:E06,BRD-A20119038
658,REP.A004_HA1E_24H:E05,BRD-A20119038
659,REP.A004_HA1E_24H:E04,BRD-A20119038
660,REP.A004_HA1E_24H:E02,BRD-A20119038
661,REP.A004_HT29_24H:E06,BRD-A20119038
662,REP.A004_HT29_24H:E05,BRD-A20119038
663,REP.A004_HA1E_24H:E01,BRD-A20119038
664,REP.A004_HT29_24H:E04,BRD-A20119038
665,REP.A004_HT29_24H:E02,BRD-A20119038
666,REP.A004_HT29_24H:E01,BRD-A20119038
667,REP.A004_YAPC_24H:E06,BRD-A20119038
668,REP.A004_YAPC_24H:E05,BRD-A20119038
669,REP.A004_HT29_24H:E03,BRD-A20119038
670,REP.A004_HELA_24H:E02,BRD-A20119038
671,REP.A004_HELA_24H:E01,BRD-A20119038
672,REP.A024_HELA_24H:P14,BRD-K79602928
673,REP.A024_HELA_24H:P13,BRD-K79602928
674,REP.A024_HELA_24H:P15,BRD-K79602928
675,REP.A024_HT29_24H:P18,BRD-K79602928
676,REP.A024_HELA_24H:P18,BRD-K79602928
677,REP.A024_MCF7_24H:P18,BRD-K79602928
678,REP.A024_MCF7_24H:P17,BRD-K79602928
679,REP.A024_MCF7_24H:P16,BRD-K79602928
680,REP.A024_MCF7_24H:P15,BRD-K79602928
681,REP.A024_MCF7_24H:P14,BRD-K79602928
682,REP.A024_HA1E_24H:P13,BRD-K79602928
683,REP.A024_HA1E_24H:P14,BRD-K79602928
684,REP.A024_HA1E_24H:P15,BRD-K79602928
685,REP.A024_HA1E_24H:P16,BRD-K79602928
686,REP.A024_HA1E_24H:P17,BRD-K79602928
687,REP.A024_HELA_24H:P16,BRD-K79602928
688,REP.A024_HELA_24H:P17,BRD-K79602928
689,REP.A024_PC3_24H:P13,BRD-K79602928
690,REP.A024_HA1E_24H:P18,BRD-K79602928
691,REP.A024_HT29_24H:P17,BRD-K79602928
692,REP.A024_HT29_24H:P16,BRD-K79602928
693,REP.A024_HT29_24H:P15,BRD-K79602928
694,REP.A024_HT29_24H:P14,BRD-K79602928
695,REP.A024_HT29_24H:P13,BRD-K79602928
696,REP.A024_PC3_24H:P18,BRD-K79602928
697,REP.A024_PC3_24H:P17,BRD-K79602928
698,REP.A024_PC3_24H:P16,BRD-K79602928
699,REP.A024_PC3_24H:P15,BRD-K79602928
700,REP.A024_A375_24H:P13,BRD-K79602928
701,REP.A024_A375_24H:P14,BRD-K79602928
702,REP.A024_PC3_24H:P14,BRD-K79602928
703,REP.A024_A375_24H:P16,BRD-K79602928
704,REP.A024_A375_24H:P18,BRD-K79602928
705,REP.A024_A375_24H:P17,BRD-K79602928
706,REP.A024_YAPC_24H:P13,BRD-K79602928
707,REP.A024_YAPC_24H:P14,BRD-K79602928
708,REP.A024_YAPC_24H:P15,BRD-K79602928
709,REP.A024_YAPC_24H:P16,BRD-K79602928
710,REP.A024_YAPC_24H:P17,BRD-K79602928
711,REP.A024_YAPC_24H:P18,BRD-K79602928
712,REP.A024_A375_24H:P15,BRD-K79602928
713,REP.A024_MCF7_24H:P13,BRD-K79602928
714,REP.A024_HELA_24H:P14,BRD-K79602928
715,REP.A024_HELA_24H:P13,BRD-K79602928
716,REP.A024_HELA_24H:P15,BRD-K79602928
717,REP.A024_HT29_24H:P18,BRD-K79602928
718,REP.A024_HELA_24H:P18,BRD-K79602928
719,REP.A024_MCF7_24H:P18,BRD-K79602928
720,REP.A024_MCF7_24H:P17,BRD-K79602928
721,REP.A024_MCF7_24H:P16,BRD-K79602928
722,REP.A024_MCF7_24H:P15,BRD-K79602928
723,REP.A024_MCF7_24H:P14,BRD-K79602928
724,REP.A024_HA1E_24H:P13,BRD-K79602928
725,REP.A024_HA1E_24H:P14,BRD-K79602928
726,REP.A024_HA1E_24H:P15,BRD-K79602928
727,REP.A024_HA1E_24H:P16,BRD-K79602928
728,REP.A024_HA1E_24H:P17,BRD-K79602928
729,REP.A024_HELA_24H:P16,BRD-K79602928
730,REP.A024_HELA_24H:P17,BRD-K79602928
731,REP.A024_PC3_24H:P13,BRD-K79602928
732,REP.A024_HA1E_24H:P18,BRD-K79602928
733,REP.A024_HT29_24H:P17,BRD-K79602928
734,REP.A024_HT29_24H:P16,BRD-K79602928
735,REP.A024_HT29_24H:P15,BRD-K79602928
736,REP.A024_HT29_24H:P14,BRD-K79602928
737,REP.A024_HT29_24H:P13,BRD-K79602928
738,REP.A024_PC3_24H:P18,BRD-K79602928
739,REP.A024_PC3_24H:P17,BRD-K79602928
740,REP.A024_PC3_24H:P16,BRD-K79602928
741,REP.A024_PC3_24H:P15,BRD-K79602928
742,REP.A024_A375_24H:P13,BRD-K79602928
743,REP.A024_A375_24H:P14,BRD-K79602928
744,REP.A024_PC3_24H:P14,BRD-K79602928
745,REP.A024_A375_24H:P16,BRD-K79602928
746,REP.A024_A375_24H:P18,BRD-K79602928
747,REP.A024_A375_24H:P17,BRD-K79602928
748,REP.A024_YAPC_24H:P13,BRD-K79602928
749,REP.A024_YAPC_24H:P14,BRD-K79602928
750,REP.A024_YAPC_24H:P15,BRD-K79602928
751,REP.A024_YAPC_24H:P16,BRD-K79602928
752,REP.A024_YAPC_24H:P17,BRD-K79602928
753,REP.A024_YAPC_24H:P18,BRD-K79602928
754,REP.A024_A375_24H:P15,BRD-K79602928
755,REP.A024_MCF7_24H:P13,BRD-K79602928
756,REP.A008_HELA_24H:F02,BRD-K33251802
757,REP.A008_HELA_24H:F01,BRD-K33251802
758,REP.A008_HT29_24H:F05,BRD-K33251802
759,REP.A008_HT29_24H:F04,BRD-K33251802
760,REP.A008_PC3_24H:F06,BRD-K33251802
761,REP.A008_PC3_24H:F05,BRD-K33251802
762,REP.A008_HT29_24H:F03,BRD-K33251802
763,REP.A008_MCF7_24H:F05,BRD-K33251802
764,REP.A008_HELA_24H:F04,BRD-K33251802
765,REP.A008_HA1E_24H:F03,BRD-K33251802
766,REP.A008_A375_24H:F01,BRD-K33251802
767,REP.A008_HELA_24H:F06,BRD-K33251802
768,REP.A008_HELA_24H:F05,BRD-K33251802
769,REP.A008_A375_24H:F02,BRD-K33251802
770,REP.A008_A375_24H:F03,BRD-K33251802
771,REP.A008_HELA_24H:F03,BRD-K33251802
772,REP.A008_A375_24H:F04,BRD-K33251802
773,REP.A008_A375_24H:F06,BRD-K33251802
774,REP.A008_MCF7_24H:F01,BRD-K33251802
775,REP.A008_YAPC_24H:F02,BRD-K33251802
776,REP.A008_YAPC_24H:F03,BRD-K33251802
777,REP.A008_MCF7_24H:F04,BRD-K33251802
778,REP.A008_HT29_24H:F02,BRD-K33251802
779,REP.A008_A375_24H:F05,BRD-K33251802
780,REP.A008_HT29_24H:F01,BRD-K33251802
781,REP.A008_HA1E_24H:F01,BRD-K33251802
782,REP.A008_YAPC_24H:F04,BRD-K33251802
783,REP.A008_MCF7_24H:F02,BRD-K33251802
784,REP.A008_YAPC_24H:F05,BRD-K33251802
785,REP.A008_MCF7_24H:F03,BRD-K33251802
786,REP.A008_YAPC_24H:F06,BRD-K33251802
787,REP.A008_HT29_24H:F06,BRD-K33251802
788,REP.A008_HA1E_24H:F04,BRD-K33251802
789,REP.A008_YAPC_24H:F01,BRD-K33251802
790,REP.A008_HA1E_24H:F02,BRD-K33251802
791,REP.A008_PC3_24H:F01,BRD-K33251802
792,REP.A008_PC3_24H:F02,BRD-K33251802
793,REP.A008_PC3_24H:F03,BRD-K33251802
794,REP.A008_PC3_24H:F04,BRD-K33251802
795,REP.A008_HA1E_24H:F06,BRD-K33251802
796,REP.A008_MCF7_24H:F06,BRD-K33251802
797,REP.A008_HA1E_24H:F05,BRD-K33251802
798,REP.A018_HT29_24H:F16,BRD-K63343048
799,REP.A018_MCF7_24H:F17,BRD-K63343048
800,REP.A018_HT29_24H:F14,BRD-K63343048
801,REP.A018_HELA_24H:F16,BRD-K63343048
802,REP.A018_HT29_24H:F15,BRD-K63343048
803,REP.A018_HT29_24H:F18,BRD-K63343048
804,REP.A018_HELA_24H:F15,BRD-K63343048
805,REP.A018_HELA_24H:F17,BRD-K63343048
806,REP.A018_HELA_24H:F18,BRD-K63343048
807,REP.A018_HA1E_24H:F16,BRD-K63343048
808,REP.A018_HA1E_24H:F17,BRD-K63343048
809,REP.A018_HA1E_24H:F14,BRD-K63343048
810,REP.A018_HA1E_24H:F13,BRD-K63343048
811,REP.A018_MCF7_24H:F18,BRD-K63343048
812,REP.A018_HELA_24H:F14,BRD-K63343048
813,REP.A018_MCF7_24H:F13,BRD-K63343048
814,REP.A018_MCF7_24H:F14,BRD-K63343048
815,REP.A018_MCF7_24H:F15,BRD-K63343048
816,REP.A018_MCF7_24H:F16,BRD-K63343048
817,REP.A018_HA1E_24H:F18,BRD-K63343048
818,REP.A018_HELA_24H:F13,BRD-K63343048
819,REP.A018_HA1E_24H:F15,BRD-K63343048
820,REP.A018_YAPC_24H:F15,BRD-K63343048
821,REP.A018_A375_24H:F15,BRD-K63343048
822,REP.A018_A375_24H:F14,BRD-K63343048
823,REP.A018_PC3_24H:F17,BRD-K63343048
824,REP.A018_YAPC_24H:F16,BRD-K63343048
825,REP.A018_YAPC_24H:F14,BRD-K63343048
826,REP.A018_YAPC_24H:F13,BRD-K63343048
827,REP.A018_HT29_24H:F17,BRD-K63343048
828,REP.A018_A375_24H:F13,BRD-K63343048
829,REP.A018_PC3_24H:F16,BRD-K63343048
830,REP.A018_PC3_24H:F15,BRD-K63343048
831,REP.A018_A375_24H:F17,BRD-K63343048
832,REP.A018_A375_24H:F16,BRD-K63343048
833,REP.A018_A375_24H:F18,BRD-K63343048
834,REP.A018_PC3_24H:F14,BRD-K63343048
835,REP.A018_YAPC_24H:F18,BRD-K63343048
836,REP.A018_YAPC_24H:F17,BRD-K63343048
837,REP.A018_HT29_24H:F13,BRD-K63343048
838,REP.A018_PC3_24H:F13,BRD-K63343048
839,REP.A018_PC3_24H:F18,BRD-K63343048
840,REP.A007_A375_24H:D21,BRD-A44448661
841,REP.A007_HT29_24H:D19,BRD-A44448661
842,REP.A007_YAPC_24H:D20,BRD-A44448661
843,REP.A007_A375_24H:D22,BRD-A44448661
844,REP.A007_MCF7_24H:D24,BRD-A44448661
845,REP.A007_PC3_24H:D24,BRD-A44448661
846,REP.A007_PC3_24H:D19,BRD-A44448661
847,REP.A007_HT29_24H:D21,BRD-A44448661
848,REP.A007_HT29_24H:D20,BRD-A44448661
849,REP.A007_HT29_24H:D22,BRD-A44448661
850,REP.A007_HT29_24H:D23,BRD-A44448661
851,REP.A007_HT29_24H:D24,BRD-A44448661
852,REP.A007_HA1E_24H:D24,BRD-A44448661
853,REP.A007_HA1E_24H:D23,BRD-A44448661
854,REP.A007_YAPC_24H:D19,BRD-A44448661
855,REP.A007_HA1E_24H:D22,BRD-A44448661
856,REP.A007_HA1E_24H:D20,BRD-A44448661
857,REP.A007_MCF7_24H:D23,BRD-A44448661
858,REP.A007_HA1E_24H:D19,BRD-A44448661
859,REP.A007_PC3_24H:D23,BRD-A44448661
860,REP.A007_PC3_24H:D22,BRD-A44448661
861,REP.A007_PC3_24H:D21,BRD-A44448661
862,REP.A007_PC3_24H:D20,BRD-A44448661
863,REP.A007_HA1E_24H:D21,BRD-A44448661
864,REP.A007_A375_24H:D24,BRD-A44448661
865,REP.A007_MCF7_24H:D21,BRD-A44448661
866,REP.A007_HELA_24H:D22,BRD-A44448661
867,REP.A007_A375_24H:D20,BRD-A44448661
868,REP.A007_YAPC_24H:D21,BRD-A44448661
869,REP.A007_MCF7_24H:D22,BRD-A44448661
870,REP.A007_HELA_24H:D21,BRD-A44448661
871,REP.A007_YAPC_24H:D24,BRD-A44448661
872,REP.A007_YAPC_24H:D23,BRD-A44448661
873,REP.A007_HELA_24H:D24,BRD-A44448661
874,REP.A007_HELA_24H:D23,BRD-A44448661
875,REP.A007_A375_24H:D19,BRD-A44448661
876,REP.A007_MCF7_24H:D19,BRD-A44448661
877,REP.A007_YAPC_24H:D22,BRD-A44448661
878,REP.A007_HELA_24H:D20,BRD-A44448661
879,REP.A007_MCF7_24H:D20,BRD-A44448661
880,REP.A007_HELA_24H:D19,BRD-A44448661
881,REP.A007_A375_24H:D21,BRD-A44448661
882,REP.A007_HT29_24H:D19,BRD-A44448661
883,REP.A007_YAPC_24H:D20,BRD-A44448661
884,REP.A007_A375_24H:D22,BRD-A44448661
885,REP.A007_MCF7_24H:D24,BRD-A44448661
886,REP.A007_PC3_24H:D24,BRD-A44448661
887,REP.A007_PC3_24H:D19,BRD-A44448661
888,REP.A007_HT29_24H:D21,BRD-A44448661
889,REP.A007_HT29_24H:D20,BRD-A44448661
890,REP.A007_HT29_24H:D22,BRD-A44448661
891,REP.A007_HT29_24H:D23,BRD-A44448661
892,REP.A007_HT29_24H:D24,BRD-A44448661
893,REP.A007_HA1E_24H:D24,BRD-A44448661
894,REP.A007_HA1E_24H:D23,BRD-A44448661
895,REP.A007_YAPC_24H:D19,BRD-A44448661
896,REP.A007_HA1E_24H:D22,BRD-A44448661
897,REP.A007_HA1E_24H:D20,BRD-A44448661
898,REP.A007_MCF7_24H:D23,BRD-A44448661
899,REP.A007_HA1E_24H:D19,BRD-A44448661
900,REP.A007_PC3_24H:D23,BRD-A44448661
901,REP.A007_PC3_24H:D22,BRD-A44448661
902,REP.A007_PC3_24H:D21,BRD-A44448661
903,REP.A007_PC3_24H:D20,BRD-A44448661
904,REP.A007_HA1E_24H:D21,BRD-A44448661
905,REP.A007_A375_24H:D24,BRD-A44448661
906,REP.A007_MCF7_24H:D21,BRD-A44448661
907,REP.A007_HELA_24H:D22,BRD-A44448661
908,REP.A007_A375_24H:D20,BRD-A44448661
909,REP.A007_YAPC_24H:D21,BRD-A44448661
910,REP.A007_MCF7_24H:D22,BRD-A44448661
911,REP.A007_HELA_24H:D21,BRD-A44448661
912,REP.A007_YAPC_24H:D24,BRD-A44448661
913,REP.A007_YAPC_24H:D23,BRD-A44448661
914,REP.A007_HELA_24H:D24,BRD-A44448661
915,REP.A007_HELA_24H:D23,BRD-A44448661
916,REP.A007_A375_24H:D19,BRD-A44448661
917,REP.A007_MCF7_24H:D19,BRD-A44448661
918,REP.A007_YAPC_24H:D22,BRD-A44448661
919,REP.A007_HELA_24H:D20,BRD-A44448661
920,REP.A007_MCF7_24H:D20,BRD-A44448661
921,REP.A007_HELA_24H:D19,BRD-A44448661
922,REP.A004_PC3_24H:D18,BRD-A19633847
923,REP.A004_PC3_24H:D17,BRD-A19633847
924,REP.A004_HA1E_24H:D16,BRD-A19633847
925,REP.A004_PC3_24H:D16,BRD-A19633847
926,REP.A004_PC3_24H:D15,BRD-A19633847
927,REP.A004_HA1E_24H:D17,BRD-A19633847
928,REP.A004_MCF7_24H:D17,BRD-A19633847
929,REP.A004_HELA_24H:D13,BRD-A19633847
930,REP.A004_A375_24H:D18,BRD-A19633847
931,REP.A004_MCF7_24H:D15,BRD-A19633847
932,REP.A004_A375_24H:D16,BRD-A19633847
933,REP.A004_A375_24H:D15,BRD-A19633847
934,REP.A004_A375_24H:D14,BRD-A19633847
935,REP.A004_HELA_24H:D18,BRD-A19633847
936,REP.A004_HELA_24H:D17,BRD-A19633847
937,REP.A004_HELA_24H:D16,BRD-A19633847
938,REP.A004_PC3_24H:D14,BRD-A19633847
939,REP.A004_HELA_24H:D14,BRD-A19633847
940,REP.A004_HELA_24H:D15,BRD-A19633847
941,REP.A004_A375_24H:D17,BRD-A19633847
942,REP.A004_MCF7_24H:D18,BRD-A19633847
943,REP.A004_MCF7_24H:D16,BRD-A19633847
944,REP.A004_HA1E_24H:D15,BRD-A19633847
945,REP.A004_YAPC_24H:D18,BRD-A19633847
946,REP.A004_HA1E_24H:D13,BRD-A19633847
947,REP.A004_YAPC_24H:D17,BRD-A19633847
948,REP.A004_YAPC_24H:D16,BRD-A19633847
949,REP.A004_YAPC_24H:D15,BRD-A19633847
950,REP.A004_YAPC_24H:D14,BRD-A19633847
951,REP.A004_YAPC_24H:D13,BRD-A19633847
952,REP.A004_PC3_24H:D13,BRD-A19633847
953,REP.A004_MCF7_24H:D13,BRD-A19633847
954,REP.A004_MCF7_24H:D14,BRD-A19633847
955,REP.A004_HA1E_24H:D18,BRD-A19633847
956,REP.A004_HT29_24H:D18,BRD-A19633847
957,REP.A004_HA1E_24H:D14,BRD-A19633847
958,REP.A004_HT29_24H:D16,BRD-A19633847
959,REP.A004_HT29_24H:D15,BRD-A19633847
960,REP.A004_HT29_24H:D14,BRD-A19633847
961,REP.A004_HT29_24H:D17,BRD-A19633847
962,REP.A004_HT29_24H:D13,BRD-A19633847
963,REP.A007_HT29_24H:D13,BRD-K44442813
964,REP.A007_A375_24H:D13,BRD-K44442813
965,REP.A007_A375_24H:D14,BRD-K44442813
966,REP.A007_HELA_24H:D13,BRD-K44442813
967,REP.A007_HELA_24H:D14,BRD-K44442813
968,REP.A007_HA1E_24H:D13,BRD-K44442813
969,REP.A007_HELA_24H:D16,BRD-K44442813
970,REP.A007_PC3_24H:D16,BRD-K44442813
971,REP.A007_PC3_24H:D14,BRD-K44442813
972,REP.A007_PC3_24H:D13,BRD-K44442813
973,REP.A007_PC3_24H:D18,BRD-K44442813
974,REP.A007_PC3_24H:D17,BRD-K44442813
975,REP.A007_PC3_24H:D15,BRD-K44442813
976,REP.A007_HA1E_24H:D16,BRD-K44442813
977,REP.A007_A375_24H:D16,BRD-K44442813
978,REP.A007_HA1E_24H:D17,BRD-K44442813
979,REP.A007_HT29_24H:D18,BRD-K44442813
980,REP.A007_HT29_24H:D17,BRD-K44442813
981,REP.A007_HT29_24H:D16,BRD-K44442813
982,REP.A007_HT29_24H:D15,BRD-K44442813
983,REP.A007_HT29_24H:D14,BRD-K44442813
984,REP.A007_HA1E_24H:D18,BRD-K44442813
985,REP.A007_HELA_24H:D15,BRD-K44442813
986,REP.A007_HA1E_24H:D15,BRD-K44442813
987,REP.A007_MCF7_24H:D18,BRD-K44442813
988,REP.A007_HELA_24H:D17,BRD-K44442813
989,REP.A007_HELA_24H:D18,BRD-K44442813
990,REP.A007_A375_24H:D17,BRD-K44442813
991,REP.A007_A375_24H:D18,BRD-K44442813
992,REP.A007_YAPC_24H:D18,BRD-K44442813
993,REP.A007_YAPC_24H:D17,BRD-K44442813
994,REP.A007_HA1E_24H:D14,BRD-K44442813
995,REP.A007_YAPC_24H:D16,BRD-K44442813
996,REP.A007_YAPC_24H:D13,BRD-K44442813
997,REP.A007_MCF7_24H:D13,BRD-K44442813
998,REP.A007_MCF7_24H:D14,BRD-K44442813
999,REP.A007_MCF7_24H:D15,BRD-K44442813
1000,REP.A007_MCF7_24H:D16,BRD-K44442813
1001,REP.A007_MCF7_24H:D17,BRD-K44442813
1002,REP.A007_YAPC_24H:D15,BRD-K44442813
1003,REP.A007_A375_24H:D15,BRD-K44442813
1004,REP.A007_YAPC_24H:D14,BRD-K44442813
1005,REP.A010_PC3_24H:N19,BRD-K01638814
1006,REP.A010_PC3_24H:N21,BRD-K01638814
1007,REP.A010_PC3_24H:N22,BRD-K01638814
1008,REP.A010_PC3_24H:N23,BRD-K01638814
1009,REP.A010_PC3_24H:N24,BRD-K01638814
1010,REP.A010_PC3_24H:N20,BRD-K01638814
1011,REP.A010_HELA_24H:N20,BRD-K01638814
1012,REP.A010_A375_24H:N24,BRD-K01638814
1013,REP.A010_A375_24H:N23,BRD-K01638814
1014,REP.A010_A375_24H:N22,BRD-K01638814
1015,REP.A010_YAPC_24H:N21,BRD-K01638814
1016,REP.A010_YAPC_24H:N22,BRD-K01638814
1017,REP.A010_YAPC_24H:N23,BRD-K01638814
1018,REP.A010_YAPC_24H:N24,BRD-K01638814
1019,REP.A010_MCF7_24H:N24,BRD-K01638814
1020,REP.A010_HELA_24H:N19,BRD-K01638814
1021,REP.A010_A375_24H:N21,BRD-K01638814
1022,REP.A010_A375_24H:N20,BRD-K01638814
1023,REP.A010_A375_24H:N19,BRD-K01638814
